id,invoice_id,tanggal_transaksi,customer_id,nama_pelanggan,jenis_kelamin,umur_pelanggan,product_id,quantity,jenis_pembayaran,jenis_pesanan,nama_produk,kategori_produk,jenis_produk,harga_produk,total_penjualan,tipe_pembayaran,diskon,total_pembayaran
1010,1010,7/9/22,63,Agung Santoso,M,33,16,2,QRIS-OTHERS,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1011,1011,4/22/22,38,Ria Aulia,F,23,15,3,QRIS-GOPAY,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1012,1012,8/1/22,99,Bambang Pratama,M,41,7,1,QRIS-OTHERS,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
1013,1013,7/15/22,89,Feri Surya,M,33,17,1,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
1014,1014,8/14/22,70,Mega Sari,F,22,17,1,QRIS-DANA,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
1015,1015,8/14/22,69,Rizki Surya,M,33,6,1,QRIS-OTHERS,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
1016,1016,8/4/22,46,Rita Susanti,F,29,10,2,CASH,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,CASH,0,24000
1017,1017,7/25/22,96,Lala Indriani,F,32,9,2,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
1018,1018,2/6/22,21,Guntur Wijaya,M,28,15,2,QRIS-DANA,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1019,1019,1/25/22,15,Roni Hartanto,M,37,18,1,QRIS-OVO,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
1020,1020,6/28/22,40,Eka Kusuma,F,24,5,1,QRIS-DANA,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
1021,1021,3/10/22,89,Feri Surya,M,33,6,2,QRIS-OTHERS,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
1022,1022,2/19/22,71,Syahrul Nugroho,M,38,14,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1023,1023,8/14/22,5,Agus Setiawan,M,35,11,3,QRIS-DANA,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1024,1024,5/4/22,52,Anita Wulandari,F,30,17,3,QRIS-OVO,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1025,1025,2/9/22,46,Rita Susanti,F,29,2,1,QRIS-DANA,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
1026,1026,7/5/22,27,Adit Prabowo,M,42,6,2,QRIS-DANA,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
1027,1027,6/13/22,82,Tika Rahmawati,F,31,15,1,QRIS-DANA,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1028,1028,4/9/22,77,Yoga Susanto,M,29,2,2,QRIS-OVO,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1029,1029,3/14/22,56,Devi Indriani,F,32,13,3,CASH,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,CASH,0,36000
1030,1030,8/22/22,20,Desi Kusuma,F,24,15,2,CASH,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,CASH,0,24000
1031,1031,7/1/22,32,Dewi Wulandari,F,30,2,1,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
1032,1032,8/7/22,51,Rahmat Nugroho,M,38,4,3,QRIS-DANA,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1033,1033,8/27/22,88,Mega Lestari,F,27,9,1,QRIS-OVO,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
1034,1034,7/8/22,65,Edi Setiawan,M,35,3,2,QRIS-DANA,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1035,1035,2/2/22,45,Arif Setiawan,M,35,12,2,QRIS-DANA,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1036,1036,1/1/22,88,Mega Lestari,F,27,1,1,QRIS-DANA,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
1037,1037,1/20/22,51,Rahmat Nugroho,M,38,2,1,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
1038,1038,3/27/22,69,Rizki Surya,M,33,8,2,QRIS-OVO,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
1039,1039,4/8/22,54,Maya Kurnia,F,26,3,1,QRIS-SHOPEEPAY,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1040,1040,3/19/22,1,Andi Wijaya,M,25,10,1,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
1041,1041,8/24/22,56,Devi Indriani,F,32,13,3,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1042,1042,4/17/22,100,Ika Kusuma,F,24,14,3,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1043,1043,4/16/22,48,Wulan Lestari,F,27,2,1,QRIS-OVO,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
1044,1044,1/5/22,60,Intan Kusuma,F,24,9,3,QRIS-GOPAY,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1045,1045,8/10/22,29,Doni Surya,M,33,15,3,CASH,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,CASH,0,36000
1046,1046,2/17/22,41,Gilang Wijaya,M,28,5,2,QRIS-OVO,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1047,1047,8/19/22,77,Yoga Susanto,M,29,17,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1048,1048,4/27/22,81,Ricky Wijaya,M,28,8,2,QRIS-OVO,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
1049,1049,3/23/22,2,Ratna Dewi,F,28,11,2,CASH,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,CASH,0,24000
1050,1050,6/14/22,53,Arief Putra,M,34,12,2,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1051,1051,8/25/22,39,Ilham Pratama,M,41,14,1,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
1052,1052,7/10/22,67,Prima Prabowo,M,42,15,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1053,1053,3/16/22,61,Reza Wijaya,M,28,18,3,QRIS-OTHERS,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1054,1054,3/24/22,3,Daniel Santoso,M,31,15,3,QRIS-DANA,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1055,1055,6/28/22,19,Budi Pratama,M,41,6,2,CASH,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,CASH,0,18000
1056,1056,5/8/22,4,Fitri Ayu,F,24,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1057,1057,8/4/22,44,Mira Rosita,F,24,9,2,QRIS-DANA,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
1058,1058,8/21/22,76,Ria Indriani,F,32,14,3,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1059,1059,2/10/22,43,Ahmad Santoso,M,33,12,2,QRIS-OVO,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1060,1060,4/27/22,90,Tini Sari,F,22,13,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1061,1061,2/10/22,47,Hendra Prabowo,M,42,17,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
1062,1062,7/19/22,73,Dwi Putra,M,34,6,3,CASH,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,CASH,0,27000
1063,1063,4/24/22,96,Lala Indriani,F,32,17,3,QRIS-GOPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1064,1064,4/17/22,63,Agung Santoso,M,33,13,2,QRIS-OVO,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1065,1065,7/2/22,87,Ismail Prabowo,M,42,8,3,CASH,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,CASH,0,27000
1066,1066,7/17/22,12,Yanti Wulandari,F,30,5,2,QRIS-DANA,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1067,1067,5/8/22,75,Irvan Hartanto,M,37,2,3,QRIS-DANA,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1068,1068,1/8/22,80,Niken Kusuma,F,24,18,2,QRIS-OVO,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1069,1069,8/26/22,82,Tika Rahmawati,F,31,8,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
1070,1070,4/13/22,40,Eka Kusuma,F,24,10,3,QRIS-OVO,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1071,1071,1/29/22,19,Budi Pratama,M,41,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1072,1072,4/16/22,81,Ricky Wijaya,M,28,12,2,QRIS-DANA,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1073,1073,7/14/22,12,Yanti Wulandari,F,30,4,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,QRIS,900,17100
1074,1074,8/13/22,60,Intan Kusuma,F,24,17,2,CASH,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,CASH,0,24000
1075,1075,7/1/22,94,Ayu Kurnia,F,26,4,3,CASH,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,CASH,0,27000
1076,1076,8/3/22,4,Fitri Ayu,F,24,5,2,QRIS-OVO,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1077,1077,5/26/22,33,Reza Putra,M,34,16,2,CASH,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,CASH,0,24000
1078,1078,4/21/22,47,Hendra Prabowo,M,42,13,2,QRIS-OTHERS,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1079,1079,4/10/22,84,Ana Rosita,F,24,8,1,QRIS-OVO,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
1080,1080,6/6/22,90,Tini Sari,F,22,16,3,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1081,1081,5/30/22,4,Fitri Ayu,F,24,9,3,QRIS-GOPAY,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1082,1082,6/23/22,99,Bambang Pratama,M,41,6,2,CASH,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,CASH,0,18000
1083,1083,1/13/22,57,Feri Susanto,M,29,8,3,QRIS-GOPAY,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1084,1084,5/13/22,57,Feri Susanto,M,29,7,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
1085,1085,4/28/22,52,Anita Wulandari,F,30,11,2,QRIS-GOPAY,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1086,1086,6/7/22,18,Lusi Aulia,F,23,7,3,CASH,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,CASH,0,27000
1087,1087,5/18/22,54,Maya Kurnia,F,26,13,2,QRIS-OTHERS,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1088,1088,3/1/22,88,Mega Lestari,F,27,16,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1089,1089,6/13/22,51,Rahmat Nugroho,M,38,9,2,QRIS-DANA,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
1090,1090,3/13/22,59,Deni Pratama,M,41,5,3,QRIS-OVO,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1091,1091,3/15/22,61,Reza Wijaya,M,28,16,3,QRIS-GOPAY,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1092,1092,3/14/22,54,Maya Kurnia,F,26,1,2,QRIS-DANA,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1093,1093,5/18/22,12,Yanti Wulandari,F,30,16,2,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1094,1094,2/21/22,53,Arief Putra,M,34,5,1,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,CASH,0,9000
1095,1095,6/17/22,94,Ayu Kurnia,F,26,12,1,CASH,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,CASH,0,12000
1096,1096,1/28/22,95,Aldi Hartanto,M,37,7,3,QRIS-GOPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1097,1097,3/17/22,33,Reza Putra,M,34,12,3,QRIS-OTHERS,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1098,1098,8/23/22,20,Desi Kusuma,F,24,6,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
1099,1099,1/24/22,77,Yoga Susanto,M,29,17,3,CASH,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,CASH,0,36000
1100,1100,6/4/22,68,Putri Lestari,F,27,6,1,QRIS-OVO,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
1101,1101,3/12/22,39,Ilham Pratama,M,41,12,2,QRIS-OTHERS,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1102,1102,8/30/22,84,Ana Rosita,F,24,18,1,QRIS-OVO,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
1103,1103,8/11/22,29,Doni Surya,M,33,12,2,QRIS-DANA,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1104,1104,4/30/22,22,Erni Rahmawati,F,31,7,1,QRIS-GOPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
1105,1105,7/26/22,31,Wawan Nugroho,M,38,17,1,QRIS-DANA,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
1106,1106,7/17/22,42,Eni Rahmawati,F,31,4,3,CASH,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,CASH,0,27000
1107,1107,2/17/22,20,Desi Kusuma,F,24,18,2,QRIS-DANA,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1108,1108,5/4/22,36,Novi Indriani,F,32,3,1,QRIS-DANA,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1109,1109,7/22/22,69,Rizki Surya,M,33,2,1,QRIS-DANA,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
1110,1110,8/12/22,96,Lala Indriani,F,32,2,2,QRIS-SHOPEEPAY,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1111,1111,4/16/22,98,Yuni Aulia,F,23,13,2,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1112,1112,5/20/22,48,Wulan Lestari,F,27,18,2,QRIS-OTHERS,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1113,1113,1/23/22,70,Mega Sari,F,22,8,3,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1114,1114,8/9/22,83,Bayu Santoso,M,33,14,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
1115,1115,5/23/22,76,Ria Indriani,F,32,17,3,QRIS-DANA,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1116,1116,4/1/22,99,Bambang Pratama,M,41,12,1,QRIS-GOPAY,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
1117,1117,8/18/22,90,Tini Sari,F,22,4,1,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,9000,QRIS,450,8550
1118,1118,8/10/22,8,Diah Lestari,F,27,18,1,CASH,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,12000,CASH,0,12000
1119,1119,2/1/22,1,Andi Wijaya,M,25,3,1,QRIS-DANA,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1120,1120,2/25/22,40,Eka Kusuma,F,24,13,3,QRIS-GOPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1121,1121,7/9/22,16,Susi Indriani,F,32,16,3,QRIS-DANA,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1122,1122,5/3/22,50,Sari Sari,F,22,7,1,QRIS-OVO,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
1123,1123,7/23/22,74,Mei Kurnia,F,26,5,2,QRIS-OVO,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1124,1124,8/24/22,84,Ana Rosita,F,24,5,2,QRIS-OTHERS,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1125,1125,2/9/22,85,Faiz Setiawan,M,35,5,2,QRIS-DANA,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
1126,1126,1/31/22,26,Ani Susanti,F,29,15,2,QRIS-OVO,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1127,1127,3/20/22,66,Dewi Susanti,F,29,9,3,QRIS-OTHERS,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1128,1128,5/27/22,94,Ayu Kurnia,F,26,9,2,CASH,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,CASH,0,18000
1129,1129,3/1/22,97,Imam Susanto,M,29,2,3,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1130,1130,3/23/22,55,Dhani Hartanto,M,37,4,1,QRIS-DANA,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,9000,QRIS,450,8550
1131,1131,4/2/22,17,Eko Susanto,M,29,10,1,QRIS-GOPAY,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
1132,1132,1/26/22,92,Lia Wulandari,F,30,10,3,QRIS-OTHERS,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1133,1133,6/11/22,7,Harry Prabowo,M,42,6,2,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
1134,1134,5/26/22,82,Tika Rahmawati,F,31,1,3,QRIS-OVO,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1135,1135,5/24/22,30,Vita Sari,F,22,14,1,QRIS-DANA,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
1136,1136,5/9/22,47,Hendra Prabowo,M,42,3,2,QRIS-DANA,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1137,1137,2/7/22,78,Sinta Aulia,F,23,13,2,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1138,1138,3/22/22,56,Devi Indriani,F,32,6,3,QRIS-OVO,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1139,1139,1/28/22,27,Adit Prabowo,M,42,17,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1140,1140,1/22/22,29,Doni Surya,M,33,5,3,QRIS-OTHERS,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1141,1141,7/19/22,54,Maya Kurnia,F,26,6,1,QRIS-GOPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
1142,1142,5/24/22,31,Wawan Nugroho,M,38,12,1,QRIS-OTHERS,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
1143,1143,1/2/22,78,Sinta Aulia,F,23,13,3,QRIS-DANA,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1144,1144,7/28/22,22,Erni Rahmawati,F,31,3,1,QRIS-OTHERS,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1145,1145,3/18/22,42,Eni Rahmawati,F,31,16,2,QRIS-DANA,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1146,1146,1/9/22,64,Ina Rosita,F,24,3,1,QRIS-DANA,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,12000,QRIS,600,11400
1147,1147,3/19/22,40,Eka Kusuma,F,24,10,2,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1148,1148,8/19/22,56,Devi Indriani,F,32,4,3,QRIS-DANA,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1149,1149,4/8/22,59,Deni Pratama,M,41,7,2,QRIS-GOPAY,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
1150,1150,4/21/22,19,Budi Pratama,M,41,5,3,QRIS-OVO,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1151,1151,5/10/22,92,Lia Wulandari,F,30,10,2,QRIS-DANA,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1152,1152,4/29/22,18,Lusi Aulia,F,23,16,1,QRIS-OTHERS,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
1153,1153,1/4/22,45,Arif Setiawan,M,35,13,1,QRIS-OTHERS,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
1154,1154,1/16/22,44,Mira Rosita,F,24,15,2,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1155,1155,3/26/22,38,Ria Aulia,F,23,1,3,QRIS-GOPAY,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1156,1156,5/19/22,65,Edi Setiawan,M,35,5,3,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,CASH,0,27000
1157,1157,3/16/22,17,Eko Susanto,M,29,4,3,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1158,1158,2/11/22,98,Yuni Aulia,F,23,1,3,QRIS-GOPAY,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1159,1159,8/23/22,60,Intan Kusuma,F,24,14,3,QRIS-GOPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1160,1160,5/30/22,24,Mila Rosita,F,24,10,1,QRIS-OVO,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
1161,1161,6/6/22,99,Bambang Pratama,M,41,7,3,QRIS-GOPAY,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
1162,1162,2/19/22,6,Rini Susanti,F,29,13,2,QRIS-DANA,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
1163,1163,4/28/22,72,Eka Wulandari,F,30,14,3,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
1164,1164,1/29/22,67,Prima Prabowo,M,42,16,1,QRIS-DANA,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
1165,1165,7/19/22,75,Irvan Hartanto,M,37,14,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
